latitude,longitude,collision,distance_to_forest,forestHubName,distance_to_railway,railwayHubName,distance_to_water,waterHubName
9.476296152,80.40888802,0,8224.894781,659856753,4985.256665,261547917,345.9418713,10484
7.124265591,80.0301674,0,4258.375689,1202791056,6606.668205,400348765,1150.110403,328
7.115571611,79.98710733,0,1493.563983,432317955,2358.537921,318705194,706.6096478,2109
6.799113691,80.8238941,0,2310.09265,6313357,3310.269139,275750347,5079.051066,858
6.831713378,80.82767255,0,5204.747663,6194584,1072.956523,1359043602,5049.70511,858
6.84128863,80.82159819,0,5378.160886,6194584,1617.581575,102116921,2198.077267,16410
5.959715174,80.43065067,0,946.175529,1066641321,1505.709733,276163391,7836.749629,5
5.959706243,80.34633191,0,3599.903048,151199829,2765.388264,278375406,2565.245263,7873
6.915915607,80.73541744,0,5421.916004,7289583,5812.221976,102018657,804.5583877,461
6.96967746,80.72265319,0,2971.610683,7285973,4755.745941,278502488,4345.085838,3095
6.936643001,80.699291,0,6538.274482,7285973,3339.268351,278502488,513.8061144,3097
6.941930268,80.66924419,0,7484.257296,7285973,737.6732902,278502491,563.1534458,463
6.936662462,80.68691009,0,6960.776292,7285973,2714.538051,278502488,1281.312521,3097
6.956972143,80.69504122,0,4543.357844,7285973,1636.759822,278502488,1785.964921,3099
6.876880159,80.81839643,0,8539.071853,6194584,4407.164754,102018657,4449.756044,4667
6.855456697,81.02240751,0,1751.835625,386502841,1852.466779,258445947,553.386131,5525
8.455702874,80.40816586,0,2743.38244,1245306547,3130.152496,279111451,6938.77348,590
8.38603306,80.44129348,0,1383.073609,1251053378,2632.907728,62005148,9255.882489,590
8.296414995,80.34962157,0,919.1400068,535241377,8393.810164,279729361,12986.94582,590
8.242947785,80.34624646,0,37735.90562,8484223,2542.032411,279729361,18908.49177,590
8.06581482,80.29622699,0,74.50170015,1005390734,2459.217781,279771180,11084.72652,281
8.141614447,80.29195448,0,4717.911587,1026771294,685.5183085,279771197,1304.176862,2128
8.141823763,80.31855314,0,4063.227195,1033302649,9061.965205,279729361,1001.743584,13568
8.013626697,80.27868995,0,150.23616,896406328,17169.34601,101262974,14488.51368,281
7.958232497,80.28562052,0,536.0476909,896335362,12951.90249,351922070,1001.939324,11030
7.980582449,80.28171989,0,263.6492445,1018801502,14946.36933,101262974,1103.830533,10997
7.227649208,80.58689252,0,4043.740602,9382853,1142.679711,309821086,4125.834965,26
7.460158469,80.60622073,0,6727.578032,1308552991,2230.212621,417957313,1408.875373,4873
7.332444707,80.30473592,0,2117.0024,635091813,8488.193217,311290960,7841.157565,12611
7.239797959,80.12299079,0,2804.791481,1106114178,570.641436,462445257,15258.86815,804
