-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
LAT,LON,YEAR,DOY,PRECTOTCORR
7.0,81.25,2020,3,2.87
7.0,81.875,2020,3,1.6
7.5,80.0,2020,3,1.31
7.5,80.625,2020,3,1.15
7.5,81.25,2020,3,1.58
7.5,81.875,2020,3,1.15
8.0,80.0,2020,3,0.51
8.0,80.625,2020,3,0.35
8.0,81.25,2020,3,0.44
8.0,81.875,2020,3,0.31
8.5,80.0,2020,3,0.33
8.5,80.625,2020,3,0.25
8.5,81.25,2020,3,0.46
8.5,81.875,2020,3,0.5
9.0,80.0,2020,3,0.27
9.0,80.625,2020,3,0.25
9.0,81.25,2020,3,0.55
9.0,81.875,2020,3,0.53
9.5,80.0,2020,3,0.21
9.5,80.625,2020,3,0.42
9.5,81.25,2020,3,0.86
9.5,81.875,2020,3,0.87
10.0,80.0,2020,3,0.37
10.0,80.625,2020,3,0.8
10.0,81.25,2020,3,1.3
10.0,81.875,2020,3,1.29
6.0,80.0,2020,4,4.13
6.0,80.625,2020,4,3.06
6.0,81.25,2020,4,1.1
6.0,81.875,2020,4,0.72
6.5,80.0,2020,4,7.26
6.5,80.625,2020,4,5.07
6.5,81.25,2020,4,1.42
6.5,81.875,2020,4,0.72
7.0,80.0,2020,4,8.44
7.0,80.625,2020,4,5.19
7.0,81.25,2020,4,1.49
7.0,81.875,2020,4,0.78
7.5,80.0,2020,4,1.96
7.5,80.625,2020,4,1.07
7.5,81.25,2020,4,0.71
7.5,81.875,2020,4,0.6
8.0,80.0,2020,4,0.16
8.0,80.625,2020,4,0.07
8.0,81.25,2020,4,0.19
8.0,81.875,2020,4,0.15
8.5,80.0,2020,4,0.08
8.5,80.625,2020,4,0.04
8.5,81.25,2020,4,0.14
8.5,81.875,2020,4,0.14
9.0,80.0,2020,4,0.06
9.0,80.625,2020,4,0.05
9.0,81.25,2020,4,0.17
9.0,81.875,2020,4,0.17
9.5,80.0,2020,4,0.08
9.5,80.625,2020,4,0.12
9.5,81.25,2020,4,0.21
9.5,81.875,2020,4,0.22
10.0,80.0,2020,4,0.25
10.0,80.625,2020,4,0.28
10.0,81.25,2020,4,0.22
10.0,81.875,2020,4,0.18
6.0,80.0,2020,5,2.99
6.0,80.625,2020,5,1.71
6.0,81.25,2020,5,0.74
6.0,81.875,2020,5,0.64
6.5,80.0,2020,5,2.98
6.5,80.625,2020,5,1.83
6.5,81.25,2020,5,1.17
6.5,81.875,2020,5,0.91
7.0,80.0,2020,5,1.36
7.0,80.625,2020,5,1.01
7.0,81.25,2020,5,1.62
7.0,81.875,2020,5,1.14
7.5,80.0,2020,5,0.2
7.5,80.625,2020,5,0.19
7.5,81.25,2020,5,0.77
7.5,81.875,2020,5,0.7
8.0,80.0,2020,5,0.04
8.0,80.625,2020,5,0.04
8.0,81.25,2020,5,0.16
8.0,81.875,2020,5,0.16
8.5,80.0,2020,5,0.02
8.5,80.625,2020,5,0.05
8.5,81.25,2020,5,0.18
8.5,81.875,2020,5,0.12
9.0,80.0,2020,5,0.01
9.0,80.625,2020,5,0.03
9.0,81.25,2020,5,0.12
9.0,81.875,2020,5,0.1
9.5,80.0,2020,5,0.02
9.5,80.625,2020,5,0.04
9.5,81.25,2020,5,0.09
9.5,81.875,2020,5,0.09
10.0,80.0,2020,5,0.07
10.0,80.625,2020,5,0.09
10.0,81.25,2020,5,0.1
10.0,81.875,2020,5,0.1
6.0,80.0,2020,6,1.12
6.0,80.625,2020,6,0.75
6.0,81.25,2020,6,1.19
6.0,81.875,2020,6,1.14
6.5,80.0,2020,6,0.89
6.5,80.625,2020,6,1.06
6.5,81.25,2020,6,2.25
6.5,81.875,2020,6,1.41
7.0,80.0,2020,6,0.31
7.0,80.625,2020,6,2.34
7.0,81.25,2020,6,4.68
7.0,81.875,2020,6,2.19
7.5,80.0,2020,6,0.28
7.5,80.625,2020,6,4.23
7.5,81.25,2020,6,6.7
7.5,81.875,2020,6,3.52
8.0,80.0,2020,6,0.56
8.0,80.625,2020,6,2.46
8.0,81.25,2020,6,5.63
8.0,81.875,2020,6,4.89
8.5,80.0,2020,6,0.99
8.5,80.625,2020,6,2.56
8.5,81.25,2020,6,3.93
8.5,81.875,2020,6,2.93
9.0,80.0,2020,6,1.08
9.0,80.625,2020,6,2.26
9.0,81.25,2020,6,2.61
9.0,81.875,2020,6,1.81
9.5,80.0,2020,6,1.05
9.5,80.625,2020,6,1.86
9.5,81.25,2020,6,1.88
9.5,81.875,2020,6,1.51
10.0,80.0,2020,6,1.2
10.0,80.625,2020,6,1.35
10.0,81.25,2020,6,1.22
10.0,81.875,2020,6,1.09
6.0,80.0,2020,7,1.99
6.0,80.625,2020,7,1.34
6.0,81.25,2020,7,1.46
6.0,81.875,2020,7,0.83
6.5,80.0,2020,7,1.73
6.5,80.625,2020,7,2.1
6.5,81.25,2020,7,3.45
6.5,81.875,2020,7,1.64
7.0,80.0,2020,7,0.73
7.0,80.625,2020,7,3.68
7.0,81.25,2020,7,7.44
7.0,81.875,2020,7,3.24
7.5,80.0,2020,7,0.67
7.5,80.625,2020,7,5.22
7.5,81.25,2020,7,12.31
7.5,81.875,2020,7,6.03
8.0,80.0,2020,7,1.63
8.0,80.625,2020,7,4.41
8.0,81.25,2020,7,9.24
8.0,81.875,2020,7,7.12
8.5,80.0,2020,7,4.58
8.5,80.625,2020,7,7.91
8.5,81.25,2020,7,6.53
8.5,81.875,2020,7,3.1
9.0,80.0,2020,7,5.08
9.0,80.625,2020,7,8.46
9.0,81.25,2020,7,4.75
9.0,81.875,2020,7,1.96
9.5,80.0,2020,7,3.13
9.5,80.625,2020,7,5.11
9.5,81.25,2020,7,2.75
9.5,81.875,2020,7,1.57
10.0,80.0,2020,7,1.62
10.0,80.625,2020,7,1.92
10.0,81.25,2020,7,1.24
10.0,81.875,2020,7,1.04
6.0,80.0,2020,8,2.04
6.0,80.625,2020,8,1.31
6.0,81.25,2020,8,1.0
6.0,81.875,2020,8,0.87
6.5,80.0,2020,8,1.32
6.5,80.625,2020,8,0.9
6.5,81.25,2020,8,1.35
6.5,81.875,2020,8,0.9
7.0,80.0,2020,8,0.38
7.0,80.625,2020,8,0.91
7.0,81.25,2020,8,2.08
7.0,81.875,2020,8,1.18
7.5,80.0,2020,8,0.1
7.5,80.625,2020,8,0.67
7.5,81.25,2020,8,2.07
7.5,81.875,2020,8,1.27
8.0,80.0,2020,8,0.05
8.0,80.625,2020,8,0.53
8.0,81.25,2020,8,1.62
8.0,81.875,2020,8,1.21
8.5,80.0,2020,8,0.03
8.5,80.625,2020,8,0.16
8.5,81.25,2020,8,0.41
8.5,81.875,2020,8,0.66
9.0,80.0,2020,8,0.01
9.0,80.625,2020,8,0.04
9.0,81.25,2020,8,0.1
9.0,81.875,2020,8,0.27
9.5,80.0,2020,8,0.02
9.5,80.625,2020,8,0.02
9.5,81.25,2020,8,0.03
9.5,81.875,2020,8,0.09
10.0,80.0,2020,8,0.06
10.0,80.625,2020,8,0.03
10.0,81.25,2020,8,0.01
10.0,81.875,2020,8,0.02
6.0,80.0,2020,9,0.15
6.0,80.625,2020,9,0.07
6.0,81.25,2020,9,0.04
6.0,81.875,2020,9,0.05
6.5,80.0,2020,9,0.04
6.5,80.625,2020,9,0.01
6.5,81.25,2020,9,0.07
6.5,81.875,2020,9,0.06
7.0,80.0,2020,9,0.0
7.0,80.625,2020,9,0.0
7.0,81.25,2020,9,0.14
7.0,81.875,2020,9,0.09
7.5,80.0,2020,9,0.0
7.5,80.625,2020,9,0.01
7.5,81.25,2020,9,0.24
7.5,81.875,2020,9,0.14
8.0,80.0,2020,9,0.0
8.0,80.625,2020,9,0.13
8.0,81.25,2020,9,0.46
8.0,81.875,2020,9,0.22
8.5,80.0,2020,9,0.0
8.5,80.625,2020,9,0.1
8.5,81.25,2020,9,0.34
8.5,81.875,2020,9,0.17
9.0,80.0,2020,9,0.0
9.0,80.625,2020,9,0.04
9.0,81.25,2020,9,0.14
9.0,81.875,2020,9,0.11
9.5,80.0,2020,9,0.0
9.5,80.625,2020,9,0.02
9.5,81.25,2020,9,0.07
9.5,81.875,2020,9,0.08
10.0,80.0,2020,9,0.0
10.0,80.625,2020,9,0.02
10.0,81.25,2020,9,0.04
10.0,81.875,2020,9,0.05
6.0,80.0,2020,10,0.06
6.0,80.625,2020,10,0.04
6.0,81.25,2020,10,0.31
6.0,81.875,2020,10,0.87
6.5,80.0,2020,10,0.01
6.5,80.625,2020,10,0.01
6.5,81.25,2020,10,0.37
6.5,81.875,2020,10,0.89
7.0,80.0,2020,10,0.0
7.0,80.625,2020,10,0.0
7.0,81.25,2020,10,0.52
7.0,81.875,2020,10,1.03
7.5,80.0,2020,10,0.0
7.5,80.625,2020,10,0.01
7.5,81.25,2020,10,0.71
7.5,81.875,2020,10,1.41
8.0,80.0,2020,10,0.01
8.0,80.625,2020,10,0.1
8.0,81.25,2020,10,0.46
8.0,81.875,2020,10,0.9
8.5,80.0,2020,10,0.02
8.5,80.625,2020,10,0.07
8.5,81.25,2020,10,0.23
8.5,81.875,2020,10,0.37
9.0,80.0,2020,10,0.03
9.0,80.625,2020,10,0.11
9.0,81.25,2020,10,0.36
9.0,81.875,2020,10,0.3
9.5,80.0,2020,10,0.05
9.5,80.625,2020,10,0.15
9.5,81.25,2020,10,0.38
9.5,81.875,2020,10,0.35
10.0,80.0,2020,10,0.13
10.0,80.625,2020,10,0.22
10.0,81.25,2020,10,0.35
10.0,81.875,2020,10,0.34
6.0,80.0,2020,11,1.41
6.0,80.625,2020,11,0.8
6.0,81.25,2020,11,1.81
6.0,81.875,2020,11,3.49
6.5,80.0,2020,11,1.03
6.5,80.625,2020,11,0.96
6.5,81.25,2020,11,2.32
6.5,81.875,2020,11,4.07
7.0,80.0,2020,11,0.33
7.0,80.625,2020,11,1.17
7.0,81.25,2020,11,3.22
7.0,81.875,2020,11,5.09
7.5,80.0,2020,11,0.08
7.5,80.625,2020,11,1.02
7.5,81.25,2020,11,3.83
7.5,81.875,2020,11,5.59
8.0,80.0,2020,11,0.01
8.0,80.625,2020,11,0.13
8.0,81.25,2020,11,1.03
8.0,81.875,2020,11,3.9
8.5,80.0,2020,11,0.0
8.5,80.625,2020,11,0.06
8.5,81.25,2020,11,0.61
8.5,81.875,2020,11,2.35
9.0,80.0,2020,11,0.02
9.0,80.625,2020,11,0.05
9.0,81.25,2020,11,0.4
9.0,81.875,2020,11,1.41
9.5,80.0,2020,11,0.04
9.5,80.625,2020,11,0.11
9.5,81.25,2020,11,0.31
9.5,81.875,2020,11,0.77
10.0,80.0,2020,11,0.12
10.0,80.625,2020,11,0.21
10.0,81.25,2020,11,0.31
10.0,81.875,2020,11,0.36
6.0,80.0,2020,12,5.07
6.0,80.625,2020,12,1.88
6.0,81.25,2020,12,0.44
6.0,81.875,2020,12,0.66
6.5,80.0,2020,12,3.18
6.5,80.625,2020,12,1.48
6.5,81.25,2020,12,0.62
6.5,81.875,2020,12,0.71
7.0,80.0,2020,12,0.62
7.0,80.625,2020,12,0.82
7.0,81.25,2020,12,0.85
7.0,81.875,2020,12,0.82
7.5,80.0,2020,12,0.04
7.5,80.625,2020,12,0.45
7.5,81.25,2020,12,0.53
7.5,81.875,2020,12,0.51
8.0,80.0,2020,12,0.0
8.0,80.625,2020,12,0.02
8.0,81.25,2020,12,0.03
8.0,81.875,2020,12,0.03
8.5,80.0,2020,12,0.0
8.5,80.625,2020,12,0.0
8.5,81.25,2020,12,0.01
8.5,81.875,2020,12,0.02
9.0,80.0,2020,12,0.0
9.0,80.625,2020,12,0.0
9.0,81.25,2020,12,0.0
9.0,81.875,2020,12,0.02
9.5,80.0,2020,12,0.0
9.5,80.625,2020,12,0.0
9.5,81.25,2020,12,0.0
9.5,81.875,2020,12,0.01
10.0,80.0,2020,12,0.01
10.0,80.625,2020,12,0.01
10.0,81.25,2020,12,0.01
10.0,81.875,2020,12,0.02
6.0,80.0,2020,13,3.15
6.0,80.625,2020,13,0.9
6.0,81.25,2020,13,0.04
6.0,81.875,2020,13,0.05
6.5,80.0,2020,13,2.33
6.5,80.625,2020,13,0.7
6.5,81.25,2020,13,0.03
6.5,81.875,2020,13,0.01
7.0,80.0,2020,13,0.43
7.0,80.625,2020,13,0.14
7.0,81.25,2020,13,0.01
7.0,81.875,2020,13,0.01
7.5,80.0,2020,13,0.0
7.5,80.625,2020,13,0.0
7.5,81.25,2020,13,0.01
7.5,81.875,2020,13,0.01
8.0,80.0,2020,13,0.0
8.0,80.625,2020,13,0.0
8.0,81.25,2020,13,0.0
8.0,81.875,2020,13,0.0
8.5,80.0,2020,13,0.0
8.5,80.625,2020,13,0.0
8.5,81.25,2020,13,0.0
8.5,81.875,2020,13,0.01
9.0,80.0,2020,13,0.0
9.0,80.625,2020,13,0.0
9.0,81.25,2020,13,0.0
9.0,81.875,2020,13,0.01
9.5,80.0,2020,13,0.0
9.5,80.625,2020,13,0.0
9.5,81.25,2020,13,0.0
9.5,81.875,2020,13,0.01
10.0,80.0,2020,13,0.0
10.0,80.625,2020,13,0.0
10.0,81.25,2020,13,0.0
10.0,81.875,2020,13,0.01
6.0,80.0,2020,14,0.0
6.0,80.625,2020,14,0.0
6.0,81.25,2020,14,0.0
6.0,81.875,2020,14,0.0
6.5,80.0,2020,14,0.0
6.5,80.625,2020,14,0.0
6.5,81.25,2020,14,0.0
6.5,81.875,2020,14,0.0
7.0,80.0,2020,14,0.0
7.0,80.625,2020,14,0.0
7.0,81.25,2020,14,0.0
7.0,81.875,2020,14,0.0
7.5,80.0,2020,14,0.0
7.5,80.625,2020,14,0.0
7.5,81.25,2020,14,0.0
7.5,81.875,2020,14,0.0
8.0,80.0,2020,14,0.0
8.0,80.625,2020,14,0.0
8.0,81.25,2020,14,0.0
8.0,81.875,2020,14,0.0
8.5,80.0,2020,14,0.0
8.5,80.625,2020,14,0.0
8.5,81.25,2020,14,0.0
8.5,81.875,2020,14,0.01
9.0,80.0,2020,14,0.0
9.0,80.625,2020,14,0.0
9.0,81.25,2020,14,0.0
9.0,81.875,2020,14,0.01
9.5,80.0,2020,14,0.0
9.5,80.625,2020,14,0.0
9.5,81.25,2020,14,0.0
9.5,81.875,2020,14,0.01
10.0,80.0,2020,14,0.0
10.0,80.625,2020,14,0.0
10.0,81.25,2020,14,0.0
10.0,81.875,2020,14,0.01
6.0,80.0,2020,15,0.02
6.0,80.625,2020,15,0.01
6.0,81.25,2020,15,0.01
6.0,81.875,2020,15,0.31
6.5,80.0,2020,15,0.01
6.5,80.625,2020,15,0.0
6.5,81.25,2020,15,0.02
6.5,81.875,2020,15,0.39
7.0,80.0,2020,15,0.0
7.0,80.625,2020,15,0.0
7.0,81.25,2020,15,0.02
7.0,81.875,2020,15,0.48
7.5,80.0,2020,15,0.0
7.5,80.625,2020,15,0.0
7.5,81.25,2020,15,0.02
7.5,81.875,2020,15,0.45
8.0,80.0,2020,15,0.0
8.0,80.625,2020,15,0.0
8.0,81.25,2020,15,0.0
8.0,81.875,2020,15,0.06
8.5,80.0,2020,15,0.0
8.5,80.625,2020,15,0.0
8.5,81.25,2020,15,0.0
8.5,81.875,2020,15,0.09
9.0,80.0,2020,15,0.0
9.0,80.625,2020,15,0.0
9.0,81.25,2020,15,0.0
9.0,81.875,2020,15,0.1
9.5,80.0,2020,15,0.0
9.5,80.625,2020,15,0.0
9.5,81.25,2020,15,0.01
9.5,81.875,2020,15,0.06
10.0,80.0,2020,15,0.0
10.0,80.625,2020,15,0.01
10.0,81.25,2020,15,0.01
10.0,81.875,2020,15,0.03
6.0,80.0,2020,16,0.59
6.0,80.625,2020,16,0.73
6.0,81.25,2020,16,1.27
6.0,81.875,2020,16,1.58
6.5,80.0,2020,16,0.81
6.5,80.625,2020,16,0.59
6.5,81.25,2020,16,2.01
6.5,81.875,2020,16,2.35
7.0,80.0,2020,16,0.35
7.0,80.625,2020,16,1.04
7.0,81.25,2020,16,3.42
7.0,81.875,2020,16,3.01
7.5,80.0,2020,16,0.37
7.5,80.625,2020,16,2.16
7.5,81.25,2020,16,4.05
7.5,81.875,2020,16,2.36
8.0,80.0,2020,16,0.71
8.0,80.625,2020,16,1.22
8.0,81.25,2020,16,3.76
8.0,81.875,2020,16,2.37
8.5,80.0,2020,16,0.7
8.5,80.625,2020,16,1.41
8.5,81.25,2020,16,3.93
8.5,81.875,2020,16,2.84
9.0,80.0,2020,16,0.76
9.0,80.625,2020,16,1.31
9.0,81.25,2020,16,3.01
9.0,81.875,2020,16,1.88
9.5,80.0,2020,16,0.68
9.5,80.625,2020,16,0.96
9.5,81.25,2020,16,1.77
9.5,81.875,2020,16,1.16
10.0,80.0,2020,16,0.37
10.0,80.625,2020,16,0.61
10.0,81.25,2020,16,0.92
10.0,81.875,2020,16,0.68
6.0,80.0,2020,17,3.18
6.0,80.625,2020,17,2.75
6.0,81.25,2020,17,2.42
6.0,81.875,2020,17,2.34
6.5,80.0,2020,17,4.98
6.5,80.625,2020,17,3.82
6.5,81.25,2020,17,2.8
6.5,81.875,2020,17,2.2
7.0,80.0,2020,17,3.65
7.0,80.625,2020,17,3.8
7.0,81.25,2020,17,3.64
7.0,81.875,2020,17,2.25
7.5,80.0,2020,17,2.03
7.5,80.625,2020,17,3.36
7.5,81.25,2020,17,4.36
7.5,81.875,2020,17,2.01
8.0,80.0,2020,17,1.24
8.0,80.625,2020,17,1.95
8.0,81.25,2020,17,4.39
8.0,81.875,2020,17,2.66
8.5,80.0,2020,17,1.6
8.5,80.625,2020,17,2.62
8.5,81.25,2020,17,4.23
8.5,81.875,2020,17,3.2
9.0,80.0,2020,17,2.37
9.0,80.625,2020,17,3.37
9.0,81.25,2020,17,4.79
9.0,81.875,2020,17,3.87
9.5,80.0,2020,17,2.98
9.5,80.625,2020,17,3.05
9.5,81.25,2020,17,3.67
9.5,81.875,2020,17,2.95
10.0,80.0,2020,17,2.05
10.0,80.625,2020,17,1.89
10.0,81.25,2020,17,2.15
10.0,81.875,2020,17,1.95
6.0,80.0,2020,18,2.59
6.0,80.625,2020,18,1.81
6.0,81.25,2020,18,1.04
6.0,81.875,2020,18,0.9
6.5,80.0,2020,18,3.65
6.5,80.625,2020,18,2.08
6.5,81.25,2020,18,1.21
6.5,81.875,2020,18,0.88
7.0,80.0,2020,18,2.48
7.0,80.625,2020,18,1.48
7.0,81.25,2020,18,1.62
7.0,81.875,2020,18,1.0
7.5,80.0,2020,18,0.45
7.5,80.625,2020,18,0.6
7.5,81.25,2020,18,1.28
7.5,81.875,2020,18,0.8
8.0,80.0,2020,18,0.27
8.0,80.625,2020,18,0.69
8.0,81.25,2020,18,1.55
8.0,81.875,2020,18,0.91
8.5,80.0,2020,18,0.85
8.5,80.625,2020,18,1.41
8.5,81.25,2020,18,1.76
8.5,81.875,2020,18,0.99
9.0,80.0,2020,18,2.56
9.0,80.625,2020,18,2.72
9.0,81.25,2020,18,1.66
9.0,81.875,2020,18,0.75
9.5,80.0,2020,18,3.94
9.5,80.625,2020,18,3.74
9.5,81.25,2020,18,1.79
9.5,81.875,2020,18,0.74
10.0,80.0,2020,18,3.13
10.0,80.625,2020,18,2.38
10.0,81.25,2020,18,1.33
10.0,81.875,2020,18,0.66
6.0,80.0,2020,19,7.97
6.0,80.625,2020,19,7.49
6.0,81.25,2020,19,5.14
6.0,81.875,2020,19,4.26
6.5,80.0,2020,19,9.5
6.5,80.625,2020,19,8.27
6.5,81.25,2020,19,6.47
6.5,81.875,2020,19,4.94
7.0,80.0,2020,19,5.67
7.0,80.625,2020,19,5.58
7.0,81.25,2020,19,8.07
7.0,81.875,2020,19,5.88
7.5,80.0,2020,19,2.33
7.5,80.625,2020,19,3.23
7.5,81.25,2020,19,6.48
7.5,81.875,2020,19,5.32
8.0,80.0,2020,19,2.35
8.0,80.625,2020,19,3.97
8.0,81.25,2020,19,5.94
8.0,81.875,2020,19,4.24
8.5,80.0,2020,19,1.82
8.5,80.625,2020,19,2.82
8.5,81.25,2020,19,3.63
8.5,81.875,2020,19,2.66
9.0,80.0,2020,19,2.22
9.0,80.625,2020,19,2.36
9.0,81.25,2020,19,2.03
9.0,81.875,2020,19,1.49
9.5,80.0,2020,19,3.38
9.5,80.625,2020,19,2.73
9.5,81.25,2020,19,1.24
9.5,81.875,2020,19,0.72
10.0,80.0,2020,19,1.85
10.0,80.625,2020,19,1.24
10.0,81.25,2020,19,0.48
10.0,81.875,2020,19,0.26
6.0,80.0,2020,20,5.1
6.0,80.625,2020,20,3.44
6.0,81.25,2020,20,3.34
6.0,81.875,2020,20,2.98
6.5,80.0,2020,20,5.2
6.5,80.625,2020,20,3.52
6.5,81.25,2020,20,3.79
6.5,81.875,2020,20,2.75
7.0,80.0,2020,20,2.6
7.0,80.625,2020,20,3.27
7.0,81.25,2020,20,5.07
7.0,81.875,2020,20,2.73
7.5,80.0,2020,20,0.53
7.5,80.625,2020,20,2.93
7.5,81.25,2020,20,4.01
7.5,81.875,2020,20,1.77
8.0,80.0,2020,20,0.18
8.0,80.625,2020,20,1.05
8.0,81.25,2020,20,2.54
8.0,81.875,2020,20,1.47
8.5,80.0,2020,20,0.09
8.5,80.625,2020,20,0.4
8.5,81.25,2020,20,0.99
8.5,81.875,2020,20,1.02
9.0,80.0,2020,20,0.04
9.0,80.625,2020,20,0.15
9.0,81.25,2020,20,0.36
9.0,81.875,2020,20,0.45
9.5,80.0,2020,20,0.01
9.5,80.625,2020,20,0.05
9.5,81.25,2020,20,0.14
9.5,81.875,2020,20,0.2
10.0,80.0,2020,20,0.01
10.0,80.625,2020,20,0.02
10.0,81.25,2020,20,0.05
10.0,81.875,2020,20,0.08
6.0,80.0,2020,21,2.12
6.0,80.625,2020,21,3.08
6.0,81.25,2020,21,4.81
6.0,81.875,2020,21,4.38
6.5,80.0,2020,21,2.07
6.5,80.625,2020,21,3.19
6.5,81.25,2020,21,5.93
6.5,81.875,2020,21,5.72
7.0,80.0,2020,21,2.18
7.0,80.625,2020,21,3.91
7.0,81.25,2020,21,7.38
7.0,81.875,2020,21,7.06
7.5,80.0,2020,21,1.83
7.5,80.625,2020,21,4.28
7.5,81.25,2020,21,7.1
7.5,81.875,2020,21,6.12
8.0,80.0,2020,21,1.19
8.0,80.625,2020,21,2.41
8.0,81.25,2020,21,4.62
8.0,81.875,2020,21,4.7
8.5,80.0,2020,21,0.53
8.5,80.625,2020,21,1.3
8.5,81.25,2020,21,2.72
8.5,81.875,2020,21,3.39
9.0,80.0,2020,21,0.43
9.0,80.625,2020,21,0.93
9.0,81.25,2020,21,1.52
9.0,81.875,2020,21,2.12
9.5,80.0,2020,21,0.35
9.5,80.625,2020,21,0.67
9.5,81.25,2020,21,0.81
9.5,81.875,2020,21,1.09
10.0,80.0,2020,21,0.36
10.0,80.625,2020,21,0.56
10.0,81.25,2020,21,0.5
10.0,81.875,2020,21,0.5
6.0,80.0,2020,22,7.37
6.0,80.625,2020,22,8.2
6.0,81.25,2020,22,8.27
6.0,81.875,2020,22,7.62
6.5,80.0,2020,22,8.67
6.5,80.625,2020,22,10.09
6.5,81.25,2020,22,9.93
6.5,81.875,2020,22,6.87
7.0,80.0,2020,22,7.41
7.0,80.625,2020,22,11.19
7.0,81.25,2020,22,11.88
7.0,81.875,2020,22,6.32
7.5,80.0,2020,22,6.51
7.5,80.625,2020,22,10.95
7.5,81.25,2020,22,11.46
7.5,81.875,2020,22,6.08
8.0,80.0,2020,22,4.09
8.0,80.625,2020,22,7.72
8.0,81.25,2020,22,9.72
8.0,81.875,2020,22,6.95
8.5,80.0,2020,22,2.31
8.5,80.625,2020,22,5.1
8.5,81.25,2020,22,7.14
8.5,81.875,2020,22,5.62
9.0,80.0,2020,22,1.63
9.0,80.625,2020,22,3.56
9.0,81.25,2020,22,4.59
9.0,81.875,2020,22,3.78
9.5,80.0,2020,22,1.12
9.5,80.625,2020,22,2.19
9.5,81.25,2020,22,2.37
9.5,81.875,2020,22,2.13
10.0,80.0,2020,22,0.57
10.0,80.625,2020,22,1.05
10.0,81.25,2020,22,1.09
10.0,81.875,2020,22,1.06
6.0,80.0,2020,23,1.71
6.0,80.625,2020,23,1.86
6.0,81.25,2020,23,2.61
6.0,81.875,2020,23,2.46
6.5,80.0,2020,23,1.72
