TimeOfDay,Name,RoadDistance,Date_parsed,Elevation,LC_40.0,LC_90.0,Season,EleID,Year,LC_10.0,LC_60.0,Datetime_standard,Month,HumanDistance,LC_50.0,longitude,LandCover2,latitude,WaterDistance,NDVI_normalized,LC_20.0,Day,Hour,DayOfWeek,Protected,ElephantPresent,LC_80.0,LC_30.0
Afternoon,Negative,401204.4907,2009-11-07,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-07 16:00:00,11.0,401510.5496,0,84.18041889479107,10.0,4.717111361128677,398831.7056,-0.2,0,7.0,16,5.0,0,0,0,0
Afternoon,Madara,711.031943,2009-12-06 00:00:00,98.0,0,0,Dry,621994,2009.0,0,0,2009-12-06 16:00:00,12.0,210.734865,0,80.30160805,30.0,7.984360134,867.4275727,0.8382,0,6.0,16,6.0,0,1,0,1
Night,Negative,1070.236594,2010-04-11,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-11 04:00:00,4.0,351.455844,0,83.67330311392597,40.0,7.740693675830526,1675.122865,0.7758,0,11.0,4,6.0,0,0,0,0
Night,Negative,143.5193619,2010-01-09,9.0,1,0,Dry,0,2010.0,0,0,2010-01-09 04:00:00,1.0,2754.937194,0,84.09728226971771,40.0,8.04870176813702,5609.338295,0.7429,0,9.0,4,5.0,0,0,0,0
Midday,Negative,959.1844307,2010-03-09,40.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-09 12:00:00,3.0,782.0813074,0,80.38808445191333,10.0,8.279859866213236,1447.520049,0.4298,0,9.0,12,1.0,0,0,0,0
Afternoon,Negative,1070.236594,2010-01-10,10.0,1,0,Dry,0,2010.0,0,0,2010-01-10 16:00:00,1.0,351.455844,0,82.73529706083862,40.0,7.110706709450807,1675.122865,0.7758,0,10.0,16,6.0,0,0,0,0
Night,Sugala,1347.352894,,11.0,1,0,,621513,,0,0,,,1695.06615,0,81.73609711,40.0,7.293502333,4507.888702,0.7637,0,,0,,0,1,0,0
Evening,Negative,401204.4907,2010-04-10,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-10 20:00:00,4.0,401510.5496,0,83.5351621486146,10.0,5.234781530649712,398831.7056,-0.2,0,10.0,20,5.0,0,0,0,0
Night,Negative,401204.4907,2009-09-06,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-09-06 04:00:00,9.0,401510.5496,0,82.89918254029914,10.0,4.666174512447868,398831.7056,-0.2,0,6.0,4,6.0,0,0,0,0
Midday,Ekes,4458.478938,,126.0,0,0,,621996,,0,0,,,4085.340588,0,81.17107166,30.0,6.592094946,14121.46244,0.7304,0,,12,,0,1,0,1
Night,Wanamali,2014.218747,,77.0,0,0,,621512,,1,0,,,2764.282162,0,81.04369689,10.0,6.321642106,12353.55583,0.7979,0,,4,,0,1,0,0
Afternoon,Nancy,2593.51658,,119.0,0,0,,622001,,0,0,,,3320.340217,0,80.80981192,80.0,8.128385248,5834.877055,0.7062,0,,16,,1,1,1,0
Afternoon,Negative,1115.048663,2009-12-01,10.0,0,0,Dry,0,2009.0,0,1,2009-12-01 16:00:00,12.0,417.9268672,0,81.07611501212493,60.0,5.739527219059886,1011.359446,0.6874,0,1.0,16,1.0,0,0,0,0
Night,Negative,1070.236594,2010-04-06,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-06 00:00:00,4.0,351.455844,0,84.35284389748013,40.0,7.694075250387312,1675.122865,0.7758,0,6.0,0,1.0,0,0,0,0
Night,Negative,401204.4907,2010-03-11,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-03-11 04:00:00,3.0,401510.5496,0,82.79758263446632,10.0,4.60063156968505,398831.7056,-0.2,0,11.0,4,3.0,0,0,0,0
Early Morning,Negative,996.6517409,2010-02-10,74.0,0,0,Dry,0,2010.0,1,0,2010-02-10 08:00:00,2.0,2154.147791,0,81.00372699174153,10.0,6.284974671715165,10424.08975,0.8696,0,10.0,8,2.0,0,0,0,0
Night,Negative,401204.4907,2009-11-09,84.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-09 04:00:00,11.0,401510.5496,0,83.10610165006749,10.0,5.15977315232349,398831.7056,-0.2,0,9.0,4,0.0,0,0,0,0
Afternoon,Samudra,4444.895632,,153.0,0,0,,621990,,1,0,,,4748.989288,0,80.84148013,10.0,8.088381653,8133.048448,0.8399,0,,16,,1,1,0,0
Night,Kala,2764.745576,,142.0,0,0,,621991,,1,0,,,2848.58174,0,80.55299997,10.0,7.996032791,1993.643294,0.7057,0,,0,,1,1,0,0
Afternoon,Kala,1989.432495,,125.0,0,0,,621991,,1,0,,,1094.83176,0,80.55583584,10.0,7.958009403,2111.802931,0.1661,0,,16,,1,1,0,0
Midday,Negative,1233.423094,2009-03-02,44.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-03-02 12:00:00,3.0,914.9704122,0,80.11960859858283,10.0,7.544961945852437,1509.73285,0.8271,0,2.0,12,0.0,0,0,0,0
Early Morning,Samudra,4152.221221,,63.0,0,0,,621990,,1,0,,,2944.64418,0,80.95915419,10.0,7.92445074,3007.222576,0.8844,0,,8,,1,1,0,0
Midday,Kala,1536.783257,2010-03-12 00:00:00,134.0,0,0,Inter-Monsoon,621991,2010.0,1,0,2010-03-12 12:00:00,3.0,1173.193832,0,80.53652047,10.0,7.956550087,2187.634008,0.7256,0,12.0,12,4.0,0,1,0,0
Night,Samudra,2726.257557,,152.0,0,0,,621990,,0,0,,,1931.925458,0,80.79187052,30.0,8.084524121,4263.370726,0.7897,0,,0,,1,1,0,1
Night,Madara,983.7271767,2009-12-03 00:00:00,104.0,0,0,Dry,621994,2009.0,1,0,2009-12-03 00:00:00,12.0,867.1849134,0,80.29919846,10.0,7.992686416,121.3986666,0.8387,0,3.0,0,3.0,0,1,0,0
Midday,Sakunthala,1750.466236,2009-11-10 00:00:00,66.0,0,0,Inter-Monsoon-2,621992,2009.0,1,0,2009-11-10 12:00:00,11.0,3209.884594,0,81.08738591,10.0,6.382408913,2358.043681,0.7465,0,10.0,12,1.0,1,1,0,0
Night,Wira,2217.452821,,100.0,0,0,,621993,,1,0,,,743.5538716,0,80.20427626,10.0,7.838527787,676.6260264,0.7675,0,,4,,0,1,0,0
Night,Negative,1115.048663,2009-12-03,10.0,0,0,Dry,0,2009.0,0,1,2009-12-03 00:00:00,12.0,417.9268672,0,80.03540560898175,60.0,4.357312410507985,1011.359446,0.6874,0,3.0,0,3.0,0,0,0,0
Early Morning,Sakunthala,1855.756627,,95.0,0,0,,621992,,1,0,,,2390.857795,0,81.06257558,10.0,6.399238424,19364.36925,0.8634,0,,8,,1,1,0,0
Midday,Negative,1115.048663,2009-10-05,10.0,0,0,Inter-Monsoon-2,0,2009.0,0,1,2009-10-05 12:00:00,10.0,417.9268672,0,80.24919639786422,60.0,5.21588216787937,1011.359446,0.6874,0,5.0,12,0.0,0,0,0,0
Night,Samudra,1979.012966,,141.0,0,0,,621990,,1,0,,,3975.827115,0,80.83504566,10.0,8.064263845,625.8029397,0.8195,0,,4,,1,1,0,0
Night,Samudra,861.5041811,,119.0,0,0,,621990,,1,0,,,949.7110693,0,80.823027,10.0,8.027534133,1674.037189,0.7586,0,,0,,1,1,0,0
Midday,Udani,918.5314303,2010-04-05 00:00:00,14.0,0,0,Inter-Monsoon,621514,2010.0,0,0,2010-04-05 12:00:00,4.0,4025.50075,0,81.73386512,30.0,7.263467078,3083.691408,0.6811,0,5.0,12,0.0,0,1,0,1
Early Morning,Hurululiya,3285.986237,,224.0,0,0,,621998,,1,0,,,2810.101709,0,80.66372156,10.0,7.953542881,3559.26105,0.8436,0,,8,,1,1,0,0
Night,Negative,401918.1251,2010-02-06,84.0,0,0,Dry,0,2010.0,1,0,2010-02-06 04:00:00,2.0,402201.5776,0,84.5280392021011,10.0,4.671993282903151,399526.6028,-0.2,0,6.0,4,5.0,0,0,0,0
Night,Udani,3100.18154,,21.0,0,0,,621514,,1,0,,,3602.32799,0,81.79419889,10.0,7.282522833,9470.364574,0.6399,0,,4,,0,1,0,0
Night,Negative,283.3800832,2009-12-12,15.0,0,0,Dry,0,2009.0,1,0,2009-12-12 00:00:00,12.0,318.8917127,0,82.54710870573706,10.0,5.463606186687684,51.41555241,0.829,0,12.0,0,5.0,1,0,0,0
Midday,Negative,2800.112936,2010-09-06,11.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-06 12:00:00,9.0,1746.384265,0,81.89312859813477,10.0,6.3764510431024455,2593.820317,0.8482,0,6.0,12,0.0,1,0,0,0
Evening,Negative,1070.236594,2009-10-02,10.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-02 20:00:00,10.0,351.455844,0,83.75471097274149,40.0,7.34125674279905,1675.122865,0.7758,0,2.0,20,4.0,0,0,0,0
Early Morning,Wanamali,1801.354958,,83.0,0,0,,621512,,1,0,,,965.8342289,0,81.02232354,10.0,6.331512877,10965.33397,0.8141,0,,8,,0,1,0,0
Midday,Kumari,133.0378383,2010-09-09 00:00:00,49.0,0,0,Inter-Monsoon-2,622000,2010.0,0,0,2010-09-09 12:00:00,9.0,1921.929365,0,80.17706002,30.0,7.933372487,138.5327284,0.4237,0,9.0,12,3.0,0,1,0,1
Early Morning,Wanamali,4203.287561,,49.0,0,0,,621512,,1,0,,,3016.811113,0,81.07871476,10.0,6.266284204,4193.812302,0.8229,0,,8,,0,1,0,0
Early Morning,Madara,1996.119355,,100.0,0,0,,621994,,1,0,,,778.6290847,0,80.3433152,10.0,8.02075306,8122.722239,0.8143,0,,8,,0,1,0,0
Midday,Negative,1070.236594,2010-04-11,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-04-11 12:00:00,4.0,351.455844,0,82.7422253477901,40.0,7.312569327211277,1675.122865,0.7758,0,11.0,12,6.0,0,0,0,0
Evening,Ekes,693.7506748,,143.0,1,0,,621996,,0,0,,,2790.179148,0,81.17098058,40.0,6.616646018,11486.71696,0.7137,0,,20,,0,1,0,0
Night,Madara,1609.49002,,109.0,0,0,,621994,,1,0,,,698.4740477,0,80.31636581,10.0,7.927021707,142.87622,0.8245,0,,4,,0,1,0,0
Night,Negative,143.5193619,2009-10-12,9.0,1,0,Inter-Monsoon-2,0,2009.0,0,0,2009-10-12 04:00:00,10.0,2754.937194,0,82.69620263415638,40.0,7.821662838121027,5609.338295,0.7429,0,12.0,4,0.0,0,0,0,0
Evening,Hurululiya,1124.329787,2010-05-12 00:00:00,147.0,0,0,Inter-Monsoon,621998,2010.0,0,0,2010-05-12 20:00:00,5.0,393.1936405,0,80.80019669,30.0,8.096450193,3245.277205,0.8208,0,12.0,20,2.0,1,1,0,1
Early Morning,Nancy,1626.578346,,94.0,0,0,,622001,,1,0,,,2716.724344,0,80.91032026,10.0,8.108809209,3348.528796,0.47,0,,8,,0,1,0,0
Night,Sugala,901.5557145,,6.0,1,0,,621513,,0,0,,,1542.853751,0,81.728368,40.0,7.320288446,832.4729663,0.7919,0,,0,,0,1,0,0
Night,Udani,2199.370826,2010-05-04 00:00:00,53.0,0,0,Inter-Monsoon,621514,2010.0,1,0,2010-05-04 04:00:00,5.0,2431.504331,0,81.67926955,10.0,7.334701845,5732.453044,0.8743,0,4.0,4,1.0,0,1,0,0
Afternoon,Negative,283.3800832,2009-10-02,15.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-10-02 16:00:00,10.0,318.8917127,0,82.56806505784763,10.0,4.930247614819193,51.41555241,0.829,0,2.0,16,4.0,1,0,0,0
Evening,Negative,1115.048663,2009-02-10,10.0,0,0,Dry,0,2009.0,0,1,2009-02-10 20:00:00,2.0,417.9268672,0,80.65041404416804,60.0,5.120965678992197,1011.359446,0.6874,0,10.0,20,1.0,0,0,0,0
Evening,Kala,1247.319722,,155.0,0,0,,621991,,0,0,,,668.4829235,0,80.54536073,30.0,7.953891498,2239.875617,0.7256,0,,20,,1,1,0,1
Night,Hurululiya,96.64335247,,164.0,0,0,,621998,,1,0,,,3829.834468,0,80.77367652,10.0,8.077395684,2233.09552,0.8639,0,,4,,1,1,0,0
Evening,Soma,580.3132691,2010-05-07 00:00:00,32.0,0,0,Inter-Monsoon,621995,2010.0,0,0,2010-05-07 20:00:00,5.0,4454.382738,0,81.18943521,30.0,8.110186146,12798.25117,0.48,0,7.0,20,4.0,1,1,0,1
Early Morning,Negative,401204.4907,2010-09-06,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-06 08:00:00,9.0,401510.5496,0,83.34441334452814,10.0,4.63331344661752,398831.7056,-0.2,0,6.0,8,0.0,0,0,0,0
Early Morning,Wira,6614.742434,,74.0,0,0,,621993,,1,0,,,1849.530361,0,80.11783662,10.0,7.839730419,144.8649493,0.8592,0,,8,,0,1,0,0
Evening,Babar,972.942551,,22.0,0,0,,621997,,0,0,,,1141.415944,0,81.74493358,30.0,6.755686944,940.8451945,0.8402,0,,20,,1,1,0,1
Evening,Negative,1233.423094,2009-11-09,44.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-09 20:00:00,11.0,914.9704122,0,80.11643389358471,10.0,7.59620388411693,1509.73285,0.8271,0,9.0,20,0.0,0,0,0,0
Night,Wira,6213.442349,,68.0,0,0,,621993,,1,0,,,313.0521416,0,80.06410722,10.0,7.867887404,453.8132554,0.87,0,,4,,0,1,0,0
Afternoon,Wanamali,578.3952894,2009-10-02 00:00:00,13.0,0,0,Inter-Monsoon-2,621512,2009.0,0,0,2009-10-02 16:00:00,10.0,1151.730226,0,81.07013559,30.0,6.13067312,1639.604855,0.8355,0,2.0,16,4.0,0,1,0,1
Evening,Soma,748.4078066,2010-02-02 00:00:00,24.0,0,0,Dry,621995,2010.0,0,0,2010-02-02 20:00:00,2.0,5306.884844,0,81.17287498,30.0,8.100831448,10994.56264,0.6577,0,2.0,20,1.0,1,1,0,1
Night,Negative,4644.916244,2009-12-02,96.0,0,0,Dry,0,2009.0,1,0,2009-12-02 04:00:00,12.0,7028.675107,0,81.34641905352709,10.0,7.013176970989102,3090.876008,0.9338,0,2.0,4,2.0,1,0,0,0
Early Morning,Negative,401433.7911,2010-02-02,84.0,0,0,Dry,0,2010.0,1,0,2010-02-02 08:00:00,2.0,401727.8367,0,84.0763425015213,10.0,6.2584130125727375,399051.0405,-0.2,0,2.0,8,1.0,0,0,0,0
Night,Negative,401433.7911,2010-05-10,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-10 04:00:00,5.0,401727.8367,0,84.31342450150164,10.0,6.446159256396247,399051.0405,-0.2,0,10.0,4,0.0,0,0,0,0
Night,Udani,877.0898309,,6.0,1,0,,621514,,0,0,,,2031.306536,0,81.74579424,40.0,7.317881066,1592.38122,0.8267,0,,0,,0,1,0,0
Night,Madara,536.7097514,2010-09-03 00:00:00,95.0,0,0,Inter-Monsoon-2,621994,2010.0,1,0,2010-09-03 04:00:00,9.0,631.1493462,0,80.30572851,10.0,7.91354524,1279.315292,0.4406,0,3.0,4,4.0,0,1,0,0
Night,Negative,1247.537718,2010-02-10,127.0,1,0,Dry,0,2010.0,0,0,2010-02-10 04:00:00,2.0,1918.786918,0,80.5764841000036,40.0,6.802648268831224,1874.460458,0.8069,0,10.0,4,2.0,0,0,0,0
Afternoon,Negative,401433.7911,2010-05-01,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-01 16:00:00,5.0,401727.8367,0,83.99820040177775,10.0,6.03699001686152,399051.0405,-0.2,0,1.0,16,5.0,0,0,0,0
Night,Wanamali,440.1224492,,13.0,0,0,,621512,,1,0,,,2077.279365,0,81.07407983,10.0,6.156933898,646.7512414,0.7575,0,,0,,0,1,0,0
Night,Ekes,5036.663402,2010-02-10 00:00:00,114.0,0,0,Dry,621996,2010.0,1,0,2010-02-10 04:00:00,2.0,5632.063289,0,81.17861897,10.0,6.574760019,444.9311547,0.7874,0,10.0,4,2.0,0,1,0,0
Afternoon,Negative,143.5193619,2010-01-05,9.0,1,0,Dry,0,2010.0,0,0,2010-01-05 16:00:00,1.0,2754.937194,0,84.54228400040135,40.0,8.33535117690375,5609.338295,0.7429,0,5.0,16,1.0,0,0,0,0
Early Morning,Wira,1050.84654,2009-11-04 00:00:00,45.0,0,0,Inter-Monsoon-2,621993,2009.0,1,0,2009-11-04 08:00:00,11.0,920.9805803,0,80.08934865,10.0,7.772441798,2691.717185,0.7997,0,4.0,8,2.0,0,1,0,0
Evening,Kala,1213.452741,2010-02-05 00:00:00,124.0,0,0,Dry,621991,2010.0,1,0,2010-02-05 20:00:00,2.0,1046.988377,0,80.55591815,10.0,7.957403456,2173.46262,0.6313,0,5.0,20,4.0,1,1,0,0
Night,Madara,159.7674135,,102.0,0,0,,621994,,0,0,,,1279.747781,0,80.371556,30.0,7.984354699,1150.053948,0.8104,0,,4,,0,1,0,1
Early Morning,Negative,401433.7911,2009-12-07,84.0,0,0,Dry,0,2009.0,1,0,2009-12-07 08:00:00,12.0,401727.8367,0,84.185251470202,10.0,5.538209080236554,399051.0405,-0.2,0,7.0,8,0.0,0,0,0,0
Evening,Madara,1670.267949,,88.0,0,0,,621994,,1,0,,,758.2539269,0,80.2995396,10.0,8.000149038,940.993784,0.8353,0,,20,,0,1,0,0
Evening,Negative,480.4430664,2009-11-04,16.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-04 20:00:00,11.0,1449.497527,0,83.26837030712632,10.0,5.996080123759281,5503.669844,0.8402,0,4.0,20,2.0,1,0,0,0
Early Morning,Wanamali,3746.754478,2010-02-03 00:00:00,56.0,0,0,Dry,621512,2010.0,1,0,2010-02-03 08:00:00,2.0,3293.50583,0,81.07905767,10.0,6.262168121,4642.569815,0.8229,0,3.0,8,2.0,0,1,0,0
Evening,Negative,1115.048663,2010-02-04,10.0,0,0,Dry,0,2010.0,0,1,2010-02-04 20:00:00,2.0,417.9268672,0,81.51981129617299,60.0,4.5382659963510275,1011.359446,0.6874,0,4.0,20,3.0,0,0,0,0
Midday,Wanamali,723.8524517,,17.0,0,0,,621512,,1,0,,,3271.452464,0,81.1368255,10.0,6.193151682,1687.458926,0.8555,0,,12,,1,1,0,0
Early Morning,Negative,1070.236594,2010-09-01,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-01 08:00:00,9.0,351.455844,0,83.13790162299239,40.0,7.378551837938739,1675.122865,0.7758,0,1.0,8,2.0,0,0,0,0
Night,Madara,2279.824526,,109.0,0,0,,621994,,1,0,,,657.8430807,0,80.3495025,10.0,7.889257487,301.3198722,0.7655,0,,0,,0,1,0,0
Midday,Soma,2895.439904,2010-01-02 00:00:00,14.0,0,0,Dry,621995,2010.0,0,0,2010-01-02 12:00:00,1.0,2020.362877,0,81.19209696,30.0,8.133956346,1905.868711,0.2689,0,2.0,12,5.0,1,1,0,1
Night,Negative,1115.048663,2010-02-06,10.0,0,0,Dry,0,2010.0,0,1,2010-02-06 00:00:00,2.0,417.9268672,0,81.08122845090212,60.0,4.999611383560122,1011.359446,0.6874,0,6.0,0,5.0,0,0,0,0
Early Morning,Negative,1492.420043,2010-03-06,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-03-06 08:00:00,3.0,994.7515908,0,80.21458861698986,30.0,6.41783027003145,10301.99663,0.7237,0,6.0,8,5.0,0,0,0,1
Night,Negative,1070.236594,2010-09-03,10.0,1,0,Inter-Monsoon-2,0,2010.0,0,0,2010-09-03 04:00:00,9.0,351.455844,0,83.79879304036419,40.0,7.785728534331942,1675.122865,0.7758,0,3.0,4,4.0,0,0,0,0
Midday,Negative,238.4170497,2010-05-07,15.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-07 12:00:00,5.0,961.332115,0,81.41452171782646,10.0,5.549688164680731,660.8787428,0.7716,0,7.0,12,4.0,1,0,0,0
Midday,Nalagiri,3033.517832,2009-08-01 00:00:00,125.0,0,0,Southwest-Monsoon,621997,2009.0,1,0,2009-08-01 12:00:00,8.0,1102.434712,0,81.27277905,10.0,7.624557723,3055.035721,0.8995,0,1.0,12,5.0,1,1,0,0
Early Morning,Negative,401204.4907,2010-09-07,84.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-07 08:00:00,9.0,401510.5496,0,84.32617005811437,10.0,4.593317553944132,398831.7056,-0.2,0,7.0,8,1.0,0,0,0,0
Evening,Negative,480.4430664,2009-04-04,16.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-04-04 20:00:00,4.0,1449.497527,0,82.54779052312492,10.0,6.065371146522081,5503.669844,0.8402,0,4.0,20,5.0,1,0,0,0
Midday,Kala,515.7860558,,139.0,0,0,,621991,,1,0,,,428.0336649,0,80.54897208,10.0,7.93706212,1239.612519,0.6598,0,,12,,0,1,0,0
Night,Negative,1551.233711,2010-09-11,198.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-11 04:00:00,9.0,700.479064,0,80.79197512741098,10.0,7.147165363070366,3485.54485,0.7697,0,11.0,4,5.0,0,0,0,0
Night,Sakunthala,2626.35405,,63.0,0,0,,621992,,1,0,,,2084.643302,0,81.15047406,10.0,6.317777545,1023.070651,0.8998,0,,4,,0,1,0,0
Night,Ekes,5091.367556,2009-09-12 00:00:00,107.0,0,0,Inter-Monsoon-2,621996,2009.0,1,0,2009-09-12 04:00:00,9.0,5653.480398,0,81.1789621,10.0,6.573041141,350.8121567,0.7874,0,12.0,4,5.0,0,1,0,0
Evening,Ekes,1698.885431,,124.0,1,0,,621996,,0,0,,,2761.836686,0,81.17965583,40.0,6.615530293,11392.71183,0.7479,0,,20,,0,1,0,0
Night,Negative,678.7102093,2010-05-05,60.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-05 00:00:00,5.0,129.3477672,0,81.52232639073824,10.0,7.630031138875156,1032.626706,0.7527,0,5.0,0,2.0,1,0,0,0
Night,Negative,401204.4907,2010-04-05,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-04-05 04:00:00,4.0,401510.5496,0,83.32164169383395,10.0,4.611216151664799,398831.7056,-0.2,0,5.0,4,0.0,0,0,0,0
Night,Negative,5109.21844,2010-03-12,18.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-03-12 00:00:00,3.0,3816.11333,0,81.73514537265919,30.0,8.062363564487697,4631.218098,0.5307,0,12.0,0,4.0,1,0,0,1
Midday,Negative,1492.420043,2009-11-01,73.0,0,0,Inter-Monsoon-2,0,2009.0,0,0,2009-11-01 12:00:00,11.0,994.7515908,0,80.30849446624013,30.0,6.198413219084427,10301.99663,0.7237,0,1.0,12,6.0,0,0,0,1
Afternoon,Negative,678.7102093,2009-11-05,60.0,0,0,Inter-Monsoon-2,0,2009.0,1,0,2009-11-05 16:00:00,11.0,129.3477672,0,81.62148701853177,10.0,7.866393608221319,1032.626706,0.7527,0,5.0,16,3.0,1,0,0,0
Afternoon,Madara,95.37608241,,95.0,1,0,,621994,,0,0,,,364.9482621,0,80.29757233,40.0,7.897757224,627.1859889,0.5517,0,,16,,0,1,0,0
Afternoon,Negative,1070.236594,2010-05-05,10.0,1,0,Inter-Monsoon,0,2010.0,0,0,2010-05-05 16:00:00,5.0,351.455844,0,83.44979799287489,40.0,6.78700374001834,1675.122865,0.7758,0,5.0,16,2.0,0,0,0,0
Night,Negative,2268.683864,2010-09-08,321.0,0,0,Inter-Monsoon-2,0,2010.0,1,0,2010-09-08 04:00:00,9.0,1174.857099,0,80.58322827784744,10.0,7.6245772401355065,1295.437886,0.7293,0,8.0,4,2.0,0,0,0,0
Early Morning,Nancy,2548.564767,,131.0,0,0,,622001,,1,0,,,3011.122242,0,80.82731618,10.0,8.099538027,7809.035419,0.8484,0,,8,,1,1,0,0
Midday,Negative,1115.048663,2010-09-11,10.0,0,0,Inter-Monsoon-2,0,2010.0,0,1,2010-09-11 12:00:00,9.0,417.9268672,0,81.58232215682894,60.0,4.598981449777416,1011.359446,0.6874,0,11.0,12,5.0,0,0,0,0
Night,Negative,480.4430664,2010-05-04,16.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-04 04:00:00,5.0,1449.497527,0,83.57647114544646,10.0,6.734259969307681,5503.669844,0.8402,0,4.0,4,1.0,1,0,0,0
Night,Madara,916.0209467,,109.0,0,0,,621994,,1,0,,,763.4654219,0,80.30984335,10.0,7.932175621,295.453857,0.8003,0,,0,,0,1,0,0
Evening,Negative,143.5193619,2009-12-02,9.0,1,0,Dry,0,2009.0,0,0,2009-12-02 20:00:00,12.0,2754.937194,0,83.69246626839761,40.0,8.132203925809414,5609.338295,0.7429,0,2.0,20,2.0,0,0,0,0
Evening,Negative,401433.7911,2010-05-01,84.0,0,0,Inter-Monsoon,0,2010.0,1,0,2010-05-01 20:00:00,5.0,401727.8367,0,83.85577739867387,10.0,5.8224966295076515,399051.0405,-0.2,0,1.0,20,5.0,0,0,0,0
Night,Madara,2238.430024,,75.0,0,0,,621994,,0,0,,,311.9463128,0,80.2939634,30.0,8.002979638,1357.8679,0.791,0,,0,,0,1,0,1
Night,Kala,2708.296199,2010-01-07 00:00:00,151.0,0,0,Dry,621991,2010.0,1,0,2010-01-07 00:00:00,1.0,1856.726863,0,80.57257391,10.0,8.003751062,1299.005757,-0.0686,0,7.0,0,3.0,1,1,0,0
Afternoon,Sakunthala,898.4430382,,34.0,0,0,,621992,,0,0,,,4223.391022,0,81.15768157,30.0,6.293233113,274.4642657,0.7906,0,,16,,0,1,0,1
Night,Negative,401433.7911,2010-01-12,84.0,0,0,Dry,0,2010.0,1,0,2010-01-12 04:00:00,1.0,401727.8367,0,84.27217060213569,10.0,5.248722043357737,399051.0405,-0.2,0,12.0,4,1.0,0,0,0,0
Midday,Negative,1492.420043,2010-05-12,73.0,0,0,Inter-Monsoon,0,2010.0,0,0,2010-05-12 12:00:00,5.0,994.7515908,0,80.05373686185253,30.0,6.190291196060295,10301.99663,0.7237,0,12.0,12,2.0,0,0,0,1
Afternoon,Wira,3692.744389,2010-09-12 00:00:00,69.0,1,0,Inter-Monsoon-2,621993,2010.0,0,0,2010-09-12 16:00:00,9.0,915.2288358,0,80.19595042,40.0,8.011220985,65.90848559,0.8234,0,12.0,16,6.0,0,1,0,0
Night,Ekes,5197.431873,,139.0,0,0,,621996,,0,0,,,4917.79665,0,81.17613458,30.0,6.583861255,649.5410635,0.7526,0,,4,,0,1,0,1
Afternoon,Madara,691.8547926,2009-11-12 00:00:00,90.0,0,0,Inter-Monsoon-2,621994,2009.0,0,0,2009-11-12 16:00:00,11.0,488.9263602,0,80.30366615,30.0,7.963840682,30.49718322,0.8027,0,12.0,16,3.0,0,1,0,1
Midday,Negative,401433.7911,2009-08-01,84.0,0,0,Southwest-Monsoon,0,2009.0,1,0,2009-08-01 12:00:00,8.0,401727.8367,0,84.11715795338468,10.0,6.25904043872805,399051.0405,-0.2,0,1.0,12,5.0,0,0,0,0
Midday,Negative,401204.4907,2009-05-09,84.0,0,0,Inter-Monsoon,0,2009.0,1,0,2009-05-09 12:00:00,5.0,401510.5496,0,83.91563638570656,10.0,5.5097269798183905,398831.7056,-0.2,0,9.0,12,5.0,0,0,0,0
Afternoon,Negative,283.3800832,2009-12-06,15.0,0,0,Dry,0,2009.0,1,0,2009-12-06 16:00:00,12.0,318.8917127,0,81.8287245666945,10.0,6.075874803897127,51.41555241,0.829,0,6.0,16,6.0,1,0,0,0
Midday,Kala,726.3074386,,130.0,0,0,,621991,,1,0,,,650.7574108,0,80.56553244,10.0,7.951995481,3291.47619,0.7582,0,,12,,0,1,0,0
Afternoon,Mihiri,299.1395511,2010-02-06 00:00:00,141.0,0,0,Dry,621999,2010.0,0,0,2010-02-06 16:00:00,2.0,1055.526611,0,80.8076623,30.0,8.105725376,2938.63384,0.7738,0,6.0,16,5.0,1,1,0,1
