location_id,year,month_num,region,location,Animal Death/Injury,Animal Parts Trade,Animal Possession,Domestic Animal Trespass,Drugs/Alcohol,Encroachment/Land,Fire,Hunting/Killing,Illegal Entry,Illegal Fishing,Illegal Logging,Meat/Egg Trade,Mining,Other,Tusk Theft,Weapons/Traps,top_offence,total_cases,has_offence,date,month_sin,month_cos,season,lag_cases_1,lag_has_1,lag_top_1,lag_cases_2,lag_has_2,lag_top_2,lag_cases_3,lag_has_3,lag_top_3,roll_3_cases,roll_6_cases,trend_3,trend_6,synthetic_flag
Anuradhapura|Horowpothana NP,2024,9,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2024-09-01,-1.0,-1.8369701987210294e-16,SW_monsoon,0.0,0,,5.0,1,Other,6.0,1,Animal Possession,1.6666666666666667,8.166666666666666,-6.0,-15.0,0
Anuradhapura|Horowpothana NP,2024,10,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2024-10-01,-0.8660254037844386,0.5000000000000001,Inter_OctNov,0.0,0,,0.0,0,,5.0,1,Other,0.0,8.166666666666666,-5.0,0.0,0
Anuradhapura|Horowpothana NP,2024,11,Anuradhapura,Horowpothana NP,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,Animal Possession,21.0,1,2024-11-01,-0.5000000000000004,0.8660254037844384,Inter_OctNov,0.0,0,,0.0,0,,0.0,0,,7.0,5.333333333333333,21.0,-17.0,0
Anuradhapura|Horowpothana NP,2024,12,Anuradhapura,Horowpothana NP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2024-12-01,-2.4492935982947064e-16,1.0,NE_monsoon,21.0,1,Animal Possession,0.0,0,,0.0,0,,7.0,4.333333333333333,0.0,-6.0,0
Anuradhapura|National Park,2022,1,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,Weapons/Traps,30.0,1,2022-01-01,0.4999999999999999,0.8660254037844387,NE_monsoon,0.0,0,,0.0,0,,0.0,0,,30.0,30.0,0.0,0.0,0
Anuradhapura|National Park,2022,2,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-02-01,0.8660254037844386,0.5000000000000001,NE_monsoon,30.0,1,Weapons/Traps,0.0,0,,0.0,0,,15.0,15.0,0.0,0.0,0
Anuradhapura|National Park,2022,3,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Weapons/Traps,39.0,1,2022-03-01,1.0,6.123233995736766e-17,Inter_MarApr,0.0,0,,30.0,1,Weapons/Traps,0.0,0,,23.0,23.0,0.0,0.0,0
Anuradhapura|National Park,2022,4,Anuradhapura,National Park,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Animal Possession,10.0,1,2022-04-01,0.8660254037844387,-0.4999999999999998,Inter_MarApr,39.0,1,Weapons/Traps,0.0,0,,30.0,1,Weapons/Traps,16.333333333333332,19.75,-20.0,0.0,0
Anuradhapura|National Park,2022,5,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,2022-05-01,0.4999999999999999,-0.8660254037844387,SW_monsoon,10.0,1,Animal Possession,39.0,1,Weapons/Traps,0.0,0,,16.333333333333332,15.8,0.0,0.0,0
Anuradhapura|National Park,2022,6,Anuradhapura,National Park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,Weapons/Traps,22.0,1,2022-06-01,1.2246467991473532e-16,-1.0,SW_monsoon,0.0,0,,10.0,1,Animal Possession,39.0,1,Weapons/Traps,10.666666666666666,16.833333333333332,-17.0,0.0,0
